ID_Ticket,ID_Empresa,ID_Tecnico,Fecha_Solicitud,Fecha_Resolucion,Tipo_Servicio,Horas_Facturadas,Costo_Repuestos_USD,Tiempo_Resolucion_Horas,Ingreso_Total_USD,Nombre_Empresa,Tamano_Flota,Tipo_Contrato,Fecha_Alta,Nombre_Tecnico,Especialidad,Seniority
TK-113762,2739,468,2024-12-23 18:05:53,2024-12-24 01:05:53,Preventivo,2.4,120.05,7.0,252.05,Martinez-Gomez,10,Pay-per-use,2025-04-09,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113763,7912,701,2025-10-13 10:08:29,2025-10-18 12:08:29,Correctivo Mecanico,10.1,957.09,122.0,1512.5900000000001,Gonzalez and Sons,10,Suscripcion,2024-05-07,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113764,1964,311,2024-07-29 14:52:45,2024-07-30 22:52:45,Correctivo Mecanico,11.5,659.16,32.0,1291.6599999999999,Rodriguez Inc,50,Suscripcion,2024-10-06,Luciana Franco Rojas,Mecanica General,Junior
TK-113765,5715,933,2025-08-13 05:43:47,2025-08-13 12:43:47,Preventivo,2.7,143.66,7.0,292.15999999999997,Silva PLC,50,Suscripcion,2024-12-21,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113766,8780,396,2025-05-30 19:53:41,2025-06-05 01:53:41,Correctivo Mecanico,4.4,1317.4,126.0,1559.4,Torres Ltd,100,Pay-per-use,2023-10-29,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-113767,5342,828,2025-02-22 06:04:48,2025-02-22 09:04:48,Preventivo,1.1,86.52,3.0,147.02,"Hernandez, Flores and Diaz",50,Suscripcion,2025-08-26,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113768,9595,207,2025-10-13 13:12:03,2025-10-14 17:12:03,Preventivo,2.2,105.84,28.0,226.84000000000003,"Garcia, Gomez and Diaz",50,Pay-per-use,2024-04-29,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-113769,6123,762,2024-12-12 16:07:45,2024-12-13 17:07:45,Preventivo,2.3,113.95,25.0,240.45,Coronel Group,100,Suscripcion,2025-07-19,Nahiara Romero,Alta Tension,Senior
TK-113770,6373,650,2025-03-12 18:40:22,2025-03-12 19:40:22,Preventivo,1.6,146.59,1.0,234.59,"Sanchez, Ruiz and Rios",10,Pay-per-use,2024-08-18,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113771,4977,311,2025-03-08 14:35:52,2025-03-09 16:35:52,Preventivo,1.5,102.72,26.0,185.22,"Pereyra, Castillo and Lopez",10,Suscripcion,2024-07-02,Luciana Franco Rojas,Mecanica General,Junior
TK-113772,4777,710,2025-11-05 19:33:58,2025-11-05 22:33:58,Preventivo,1.6,115.8,3.0,203.8,Muñoz LLC,25,Suscripcion,2023-11-13,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-113773,6315,607,2026-01-24 04:45:31,2026-01-27 07:45:31,Correctivo Mecanico,9.2,1047.84,75.0,1553.84,Gonzalez-Ramirez,50,Suscripcion,2023-09-20,Sr(a). Franco Perez,Alta Tension,Junior
TK-113774,8033,347,2024-08-04 07:15:44,2024-08-09 14:15:44,Correctivo Mecanico,11.2,763.51,127.0,1379.51,"Ruiz, Godoy and Garcia",25,Suscripcion,2025-01-30,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113775,7154,468,2025-05-08 07:17:14,2025-05-12 11:17:14,Correctivo Mecanico,3.5,1123.57,100.0,1316.07,Castillo Ltd,10,Pay-per-use,2025-08-26,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113776,5775,245,2025-04-01 17:53:26,2025-04-02 22:53:26,Preventivo,1.1,81.13,29.0,141.63,"Ledesma, Aguirre and Silva",50,Pay-per-use,2024-05-22,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-113777,2800,323,2026-02-03 18:59:49,2026-02-06 21:59:49,Correctivo Software,9.5,1003.54,75.0,1526.04,Gonzalez LLC,100,Pay-per-use,2025-02-20,Santino Rivero,Alta Tension,Junior
TK-113778,5349,601,2025-04-07 21:50:15,2025-04-13 01:50:15,Correctivo Mecanico,4.2,902.16,124.0,1133.1599999999999,Gomez Group,10,Pay-per-use,2024-10-30,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-113779,4164,747,2024-09-05 00:24:05,2024-09-06 07:24:05,Preventivo,1.7,132.22,31.0,225.72,Cabrera Ltd,25,Suscripcion,2025-01-30,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-113780,1527,109,2024-06-03 15:47:17,2024-06-08 18:47:17,Correctivo Software,11.7,285.27,123.0,928.77,"Flores, Vazquez and Cruz",25,Suscripcion,2023-06-05,Valentino Maldonado,Mecanica General,Semi-Senior
TK-113781,2983,422,2024-12-19 01:45:01,2024-12-19 03:45:01,Preventivo,1.3,95.86,2.0,167.36,"Vargas, Sosa and Flores",10,Pay-per-use,2024-12-07,Ana Paula Guzman,Mecanica General,Junior
TK-113782,6925,245,2025-05-02 23:00:30,2025-05-07 06:00:30,Correctivo Mecanico,8.3,228.87,103.0,685.3700000000001,"Lopez, Rodriguez and Dominguez",25,Suscripcion,2024-08-03,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-113783,7242,701,2024-08-14 05:41:50,2024-08-14 07:41:50,Preventivo,3.0,108.61,2.0,273.61,"Acuña, Gomez and Martinez",50,Pay-per-use,2023-06-19,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113784,7887,468,2025-07-25 03:59:48,2025-07-25 08:59:48,Preventivo,2.7,61.72,5.0,210.22,Toledo-Alvarez,25,Suscripcion,2024-12-18,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113785,1794,915,2025-03-11 09:52:02,2025-03-13 14:52:02,Correctivo Software,5.3,1064.1,53.0,1355.6,Ramirez Ltd,100,Suscripcion,2024-05-05,Santino Gomez,Mecanica General,Junior
TK-113786,5451,131,2024-05-21 11:47:53,2024-05-22 13:47:53,Preventivo,2.8,91.77,26.0,245.76999999999998,Sanchez-Rojas,25,Suscripcion,2023-12-12,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-113787,8699,712,2025-08-06 20:23:28,2025-08-07 03:23:28,Preventivo,2.0,134.28,7.0,244.28,Gonzalez-Garcia,50,Pay-per-use,2024-07-24,Clara Rojas,Mecanica General,Semi-Senior
TK-113788,9669,396,2025-01-03 02:15:43,2025-01-06 05:15:43,Correctivo Software,5.0,1267.71,75.0,1542.71,Valdez-Guzman,10,Pay-per-use,2023-05-29,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-113789,8242,887,2024-06-08 09:44:25,2024-06-12 14:44:25,Correctivo Software,7.7,1304.53,101.0,1728.03,Perez-Navarro,25,Suscripcion,2023-11-04,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113790,5397,347,2025-09-26 00:04:49,2025-10-01 05:04:49,Correctivo Mecanico,7.5,445.14,125.0,857.64,Roldan-Rivero,10,Suscripcion,2023-09-23,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113791,6881,342,2025-09-30 03:07:41,2025-09-30 06:07:41,Preventivo,2.4,57.59,3.0,189.59,"Garcia, Quiroga and Gonzalez",100,Suscripcion,2026-02-27,Nina Salvador Sosa,Software,Semi-Senior
TK-113792,9792,407,2026-04-06 17:13:22,2026-04-07 22:13:22,Preventivo,1.6,82.44,29.0,170.44,Lopez PLC,10,Suscripcion,2025-03-28,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-113793,4684,990,2025-10-05 09:18:49,2025-10-06 15:18:49,Correctivo Mecanico,3.7,812.39,30.0,1015.89,Vazquez-Vega,10,Pay-per-use,2026-04-18,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-113794,9011,650,2025-09-06 09:42:43,2025-09-06 11:42:43,Preventivo,2.2,131.86,2.0,252.86,Suarez-Castro,10,Suscripcion,2024-07-09,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113795,8586,587,2025-04-23 04:04:24,2025-04-23 07:04:24,Preventivo,2.7,122.34,3.0,270.84000000000003,Ortiz Group,10,Suscripcion,2025-09-23,Simon Quiroga Sanchez,Mecanica General,Senior
TK-113796,6021,712,2024-06-15 01:05:29,2024-06-20 06:05:29,Correctivo Mecanico,5.1,1118.35,125.0,1398.85,Juarez-Flores,50,Suscripcion,2026-04-17,Clara Rojas,Mecanica General,Semi-Senior
TK-113797,7046,762,2026-04-18 06:44:36,2026-04-18 10:44:36,Preventivo,2.8,99.8,4.0,253.8,Castro-Romero,50,Pay-per-use,2025-09-12,Nahiara Romero,Alta Tension,Senior
TK-113798,3255,998,2026-04-17 11:10:19,2026-04-17 17:10:19,Preventivo,1.8,138.03,6.0,237.03,"Torres, Sanchez and Garcia",25,Suscripcion,2023-11-04,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-113799,4878,869,2025-02-12 10:57:55,2025-02-13 11:57:55,Preventivo,1.3,99.97,25.0,171.47,Bravo and Sons,25,Suscripcion,2025-02-10,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-113800,1430,422,2024-08-29 03:10:59,2024-08-29 06:10:59,Preventivo,1.2,69.67,3.0,135.67000000000002,"Soria, Rivero and Perez",25,Pay-per-use,2024-02-16,Ana Paula Guzman,Mecanica General,Junior
TK-113801,9626,915,2025-05-11 08:47:52,2025-05-11 10:47:52,Preventivo,2.7,136.14,2.0,284.64,Dominguez PLC,10,Pay-per-use,2023-12-01,Santino Gomez,Mecanica General,Junior
TK-113802,6881,288,2026-03-29 07:57:22,2026-03-30 08:57:22,Preventivo,3.0,142.59,25.0,307.59000000000003,"Garcia, Quiroga and Gonzalez",100,Suscripcion,2026-02-27,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-113803,2800,780,2025-11-25 13:17:26,2025-11-26 19:17:26,Preventivo,2.9,140.6,30.0,300.1,Gonzalez LLC,100,Pay-per-use,2025-02-20,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-113804,7850,536,2025-05-03 22:38:37,2025-05-08 05:38:37,Correctivo Mecanico,3.8,956.43,103.0,1165.4299999999998,Soto and Sons,10,Pay-per-use,2024-10-01,Francisco Ruiz,Alta Tension,Semi-Senior
TK-113805,8033,536,2024-12-14 00:14:33,2024-12-15 06:14:33,Correctivo Software,10.6,871.88,30.0,1454.88,"Ruiz, Godoy and Garcia",25,Suscripcion,2025-01-30,Francisco Ruiz,Alta Tension,Semi-Senior
TK-113806,7797,712,2024-05-20 00:23:14,2024-05-21 07:23:14,Preventivo,2.6,50.84,31.0,193.84,Ruiz LLC,10,Suscripcion,2024-05-12,Clara Rojas,Mecanica General,Semi-Senior
TK-113807,1372,301,2024-09-12 21:34:26,2024-09-17 01:34:26,Correctivo Mecanico,10.0,585.05,100.0,1135.05,Medina-Muñoz,10,Suscripcion,2025-02-28,Juan Ignacio Carrizo,Software,Semi-Senior
TK-113808,7841,724,2025-02-14 19:16:37,2025-02-15 01:16:37,Preventivo,1.0,97.38,6.0,152.38,Fernandez-Romero,10,Suscripcion,2024-12-22,Mateo Fernandez,Alta Tension,Senior
TK-113809,7455,701,2025-06-05 18:57:10,2025-06-06 22:57:10,Preventivo,1.5,96.79,28.0,179.29000000000002,"Ortiz, Gonzalez and Moreno",10,Suscripcion,2023-12-08,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113810,2531,711,2026-03-08 16:22:59,2026-03-08 22:22:59,Preventivo,2.2,119.4,6.0,240.40000000000003,Alvarez-Castro,10,Pay-per-use,2023-08-07,Sr(a). Juan Cruz Vega,Software,Senior
TK-113811,3513,728,2026-03-12 16:59:37,2026-03-14 19:59:37,Correctivo Mecanico,11.1,517.22,51.0,1127.72,"Acosta, Torres and Acosta",10,Pay-per-use,2023-09-08,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113812,4555,712,2025-06-07 18:48:35,2025-06-10 00:48:35,Correctivo Mecanico,9.0,1160.91,54.0,1655.91,Diaz-Barrios,50,Suscripcion,2024-08-24,Clara Rojas,Mecanica General,Semi-Senior
TK-113813,2729,763,2024-10-23 15:36:13,2024-10-26 20:36:13,Correctivo Mecanico,6.2,1176.08,77.0,1517.08,Campos-Godoy,200,Pay-per-use,2025-04-25,Agostina Lopez Velazquez,Mecanica General,Senior
TK-113814,2113,728,2025-02-07 21:06:56,2025-02-08 03:06:56,Preventivo,2.5,111.92,6.0,249.42000000000002,"Fernandez, Diaz and Medina",100,Pay-per-use,2023-08-13,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113815,2133,656,2026-04-13 23:08:18,2026-04-14 07:08:18,Preventivo,2.0,58.94,8.0,168.94,Carrizo-Fernandez,200,Suscripcion,2024-08-24,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113816,4684,691,2025-11-12 11:21:29,2025-11-16 16:21:29,Correctivo Mecanico,2.5,1221.05,101.0,1358.55,Vazquez-Vega,10,Pay-per-use,2026-04-18,Juan Rojas Torres,Alta Tension,Junior
TK-113817,8007,323,2025-06-24 18:07:26,2025-06-26 02:07:26,Preventivo,2.1,148.99,32.0,264.49,"Romero, Ruiz and Gomez",200,Pay-per-use,2023-12-16,Santino Rivero,Alta Tension,Junior
TK-113818,1546,887,2025-03-12 08:08:32,2025-03-17 11:08:32,Correctivo Mecanico,9.1,689.89,123.0,1190.3899999999999,"Torres, Fernandez and Bustos",10,Suscripcion,2024-09-30,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113819,6728,827,2025-06-15 10:13:55,2025-06-18 12:13:55,Correctivo Mecanico,11.5,663.72,74.0,1296.22,Paz-Hernandez,100,Suscripcion,2024-04-22,Pilar Rodriguez,Mecanica General,Senior
TK-113820,5961,828,2024-06-30 16:24:57,2024-07-01 18:24:57,Correctivo Mecanico,9.8,268.63,26.0,807.63,Luna-Sosa,200,Pay-per-use,2023-09-04,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113821,2674,160,2024-09-25 11:14:05,2024-09-27 19:14:05,Correctivo Software,4.4,272.78,56.0,514.78,Alvarez LLC,50,Suscripcion,2024-10-27,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-113822,6439,650,2025-10-04 09:35:53,2025-10-07 14:35:53,Correctivo Software,8.7,1144.97,77.0,1623.47,Hernandez Group,100,Suscripcion,2023-10-13,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113823,1372,728,2024-09-07 12:43:42,2024-09-10 14:43:42,Correctivo Mecanico,9.3,335.1,74.0,846.6000000000001,Medina-Muñoz,10,Suscripcion,2025-02-28,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113824,2545,691,2025-02-10 05:39:12,2025-02-15 12:39:12,Correctivo Mecanico,4.2,486.83,127.0,717.8299999999999,Dominguez LLC,50,Suscripcion,2025-02-28,Juan Rojas Torres,Alta Tension,Junior
TK-113825,8126,711,2025-10-04 09:51:42,2025-10-04 13:51:42,Preventivo,1.6,110.78,4.0,198.78,Godoy-Arias,25,Pay-per-use,2023-08-09,Sr(a). Juan Cruz Vega,Software,Senior
TK-113826,6419,828,2025-11-22 13:24:24,2025-11-25 15:24:24,Correctivo Software,7.8,402.05,74.0,831.05,Quiroga-Perez,100,Pay-per-use,2024-06-05,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113827,3267,712,2025-07-24 08:12:44,2025-07-24 10:12:44,Preventivo,1.1,113.59,2.0,174.09,Rodriguez-Suarez,10,Pay-per-use,2024-12-08,Clara Rojas,Mecanica General,Semi-Senior
TK-113828,3053,656,2025-01-31 11:13:16,2025-02-01 14:13:16,Preventivo,1.7,116.41,27.0,209.91,Moreno-Acosta,100,Suscripcion,2026-04-02,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113829,1424,887,2025-05-04 19:44:15,2025-05-05 20:44:15,Preventivo,1.2,80.5,25.0,146.5,"Lopez, Gutierrez and Avila",10,Suscripcion,2023-11-10,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113830,3439,601,2025-11-19 10:20:31,2025-11-20 14:20:31,Preventivo,2.1,53.43,28.0,168.93,Lopez PLC,10,Pay-per-use,2024-06-07,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-113831,8478,319,2026-03-10 21:01:56,2026-03-13 04:01:56,Correctivo Mecanico,5.9,952.66,55.0,1277.1599999999999,Figueroa Ltd,10,Suscripcion,2025-08-14,Victoria Federico Arias,Software,Semi-Senior
TK-113832,9715,323,2026-01-13 23:28:11,2026-01-18 05:28:11,Correctivo Mecanico,9.2,664.41,102.0,1170.4099999999999,Paz-Martinez,25,Suscripcion,2024-10-30,Santino Rivero,Alta Tension,Junior
TK-113833,7499,656,2024-08-29 16:53:56,2024-08-29 22:53:56,Preventivo,1.3,99.41,6.0,170.91,Gonzalez-Perez,25,Suscripcion,2025-04-10,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113834,1387,468,2024-12-15 03:00:48,2024-12-16 06:00:48,Preventivo,2.7,85.7,27.0,234.2,"Lopez, Romero and Guzman",10,Suscripcion,2024-07-18,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113835,8428,712,2026-01-12 15:06:34,2026-01-13 22:06:34,Correctivo Software,6.0,357.39,31.0,687.39,"Miranda, Lopez and Sosa",10,Suscripcion,2026-03-18,Clara Rojas,Mecanica General,Semi-Senior
TK-113836,2773,675,2025-12-26 06:24:46,2025-12-29 13:24:46,Correctivo Mecanico,12.0,756.25,79.0,1416.25,Farias-Torres,10,Suscripcion,2024-07-17,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-113837,2827,890,2025-10-06 08:39:43,2025-10-07 11:39:43,Correctivo Software,10.8,762.88,27.0,1356.88,Benitez-Acosta,25,Suscripcion,2024-06-24,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113838,6931,601,2025-01-03 05:23:58,2025-01-03 13:23:58,Preventivo,2.2,96.6,8.0,217.60000000000002,"Luna, Acosta and Diaz",10,Suscripcion,2025-12-22,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-113839,7576,349,2026-04-30 05:14:06,2026-05-04 10:14:06,Correctivo Mecanico,5.8,669.66,101.0,988.66,"Gonzalez, Gonzalez and Vera",25,Suscripcion,2025-05-16,Sr(a). Nicolas Romero,Software,Senior
TK-113840,5712,109,2025-03-14 21:44:27,2025-03-15 04:44:27,Preventivo,1.2,118.44,7.0,184.44,"Molina, Rodriguez and Leiva",200,Suscripcion,2025-11-09,Valentino Maldonado,Mecanica General,Semi-Senior
TK-113841,3471,601,2024-07-04 21:54:20,2024-07-05 03:54:20,Preventivo,2.8,59.16,6.0,213.16,Alvarez and Sons,10,Pay-per-use,2024-04-08,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-113842,7691,869,2026-04-24 12:50:16,2026-04-24 19:50:16,Preventivo,1.4,148.25,7.0,225.25,Ruiz-Garcia,25,Suscripcion,2023-11-25,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-113843,8483,342,2026-02-23 20:32:18,2026-02-24 04:32:18,Preventivo,2.3,103.64,8.0,230.14,"Fernandez, Lopez and Juarez",10,Pay-per-use,2023-12-10,Nina Salvador Sosa,Software,Semi-Senior
TK-113844,4705,701,2025-09-26 00:32:48,2025-09-27 03:32:48,Preventivo,2.5,148.58,27.0,286.08000000000004,Farias-Bravo,200,Pay-per-use,2026-01-01,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113845,5065,712,2025-05-23 16:01:52,2025-05-26 23:01:52,Correctivo Software,11.7,481.66,79.0,1125.16,Fernandez-Quiroga,25,Suscripcion,2024-12-26,Clara Rojas,Mecanica General,Semi-Senior
TK-113846,9612,675,2025-03-01 09:16:10,2025-03-02 17:16:10,Preventivo,1.9,147.52,32.0,252.02,Vazquez-Paz,10,Pay-per-use,2023-09-03,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-113847,9619,456,2025-05-14 08:28:39,2025-05-15 09:28:39,Preventivo,2.9,105.39,25.0,264.89,Villalba Group,10,Suscripcion,2025-04-07,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-113848,8260,915,2025-08-26 12:05:12,2025-08-26 17:05:12,Preventivo,1.5,84.56,5.0,167.06,"Gomez, Ferreyra and Rojas",50,Pay-per-use,2023-06-03,Santino Gomez,Mecanica General,Junior
TK-113849,2196,650,2025-10-06 18:30:07,2025-10-07 23:30:07,Preventivo,1.4,71.83,29.0,148.82999999999998,Flores Ltd,10,Pay-per-use,2023-08-19,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113850,9201,344,2024-09-30 00:48:08,2024-10-05 06:48:08,Correctivo Mecanico,9.1,1040.82,126.0,1541.32,Gimenez Inc,200,Pay-per-use,2026-01-07,Juan Ignacio Thiago Fernandez Alvarez,Mecanica General,Junior
TK-113851,1546,998,2025-08-03 08:31:17,2025-08-03 09:31:17,Preventivo,2.1,95.63,1.0,211.13,"Torres, Fernandez and Bustos",10,Suscripcion,2024-09-30,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-113852,2646,828,2025-11-14 05:46:40,2025-11-15 11:46:40,Correctivo Mecanico,10.5,798.75,30.0,1376.25,Lopez-Garcia,50,Suscripcion,2023-06-25,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113853,1962,887,2026-05-03 06:35:40,2026-05-03 08:35:40,Preventivo,1.0,97.58,2.0,152.57999999999998,"Gonzalez, Farias and Leiva",50,Suscripcion,2026-03-15,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113854,3068,827,2025-06-10 17:10:24,2025-06-14 18:10:24,Correctivo Mecanico,6.4,619.78,97.0,971.78,"Aguero, Aguirre and Hernandez",25,Suscripcion,2025-10-19,Pilar Rodriguez,Mecanica General,Senior
TK-113855,4571,827,2026-01-05 04:50:36,2026-01-06 07:50:36,Correctivo Mecanico,7.3,779.58,27.0,1181.08,Quiroga-Vazquez,10,Suscripcion,2024-01-27,Pilar Rodriguez,Mecanica General,Senior
TK-113856,7512,131,2025-10-06 17:15:30,2025-10-10 21:15:30,Correctivo Software,9.4,429.28,100.0,946.28,"Rodriguez, Romero and Peralta",10,Suscripcion,2025-08-17,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-113857,7209,207,2025-06-25 01:10:30,2025-06-28 08:10:30,Correctivo Software,6.3,1329.79,79.0,1676.29,Gonzalez-Roldan,25,Suscripcion,2024-02-18,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-113858,4268,301,2024-11-30 06:42:01,2024-12-05 07:42:01,Correctivo Mecanico,8.4,651.81,121.0,1113.81,Sanchez LLC,10,Suscripcion,2025-07-20,Juan Ignacio Carrizo,Software,Semi-Senior
TK-113859,8639,747,2024-08-21 10:58:39,2024-08-22 15:58:39,Preventivo,1.6,58.16,29.0,146.16,"Moreno, Sanchez and Sosa",10,Suscripcion,2025-06-22,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-113860,9159,728,2025-11-05 21:43:43,2025-11-10 02:43:43,Correctivo Mecanico,3.4,884.01,101.0,1071.01,"Molina, Moreno and Sanchez",10,Pay-per-use,2024-05-26,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113861,8314,915,2025-01-19 15:36:11,2025-01-20 21:36:11,Correctivo Mecanico,7.5,1005.37,30.0,1417.87,"Carrizo, Hernandez and Martinez",10,Suscripcion,2023-07-19,Santino Gomez,Mecanica General,Junior
TK-113862,8988,319,2025-08-13 07:22:33,2025-08-14 08:22:33,Correctivo Software,8.7,761.94,25.0,1240.44,Sosa LLC,25,Pay-per-use,2024-10-21,Victoria Federico Arias,Software,Semi-Senior
TK-113863,2946,998,2025-08-06 23:52:14,2025-08-07 05:52:14,Preventivo,2.9,86.37,6.0,245.87,Bravo Group,10,Pay-per-use,2024-12-11,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-113864,4164,747,2025-02-07 07:20:32,2025-02-08 08:20:32,Preventivo,1.2,54.72,25.0,120.72,Cabrera Ltd,25,Suscripcion,2025-01-30,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-113865,7464,933,2025-08-09 22:07:14,2025-08-12 03:07:14,Correctivo Mecanico,6.7,761.15,53.0,1129.65,Moyano-Cordoba,10,Pay-per-use,2024-08-05,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113866,5658,762,2025-09-04 12:56:45,2025-09-05 16:56:45,Preventivo,1.4,53.15,28.0,130.15,Suarez-Romero,25,Suscripcion,2023-07-30,Nahiara Romero,Alta Tension,Senior
TK-113867,1406,656,2026-02-16 12:34:42,2026-02-16 14:34:42,Preventivo,1.7,97.99,2.0,191.49,Ponce LLC,10,Suscripcion,2025-02-09,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113868,2129,607,2025-03-22 13:16:02,2025-03-22 18:16:02,Preventivo,1.2,70.08,5.0,136.07999999999998,"Moreno, Gonzalez and Flores",25,Pay-per-use,2025-06-11,Sr(a). Franco Perez,Alta Tension,Junior
TK-113869,1251,828,2024-07-04 09:58:22,2024-07-05 17:58:22,Correctivo Mecanico,3.0,1181.11,32.0,1346.11,Maidana Ltd,25,Suscripcion,2023-11-10,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113870,8639,587,2024-06-16 19:55:01,2024-06-19 21:55:01,Correctivo Software,5.8,445.56,74.0,764.56,"Moreno, Sanchez and Sosa",10,Suscripcion,2025-06-22,Simon Quiroga Sanchez,Mecanica General,Senior
TK-113871,3956,747,2024-06-04 20:42:15,2024-06-05 03:42:15,Preventivo,2.5,51.78,7.0,189.28,"Garcia, Gomez and Romero",25,Pay-per-use,2024-08-13,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-113872,2196,607,2026-03-05 17:23:22,2026-03-06 19:23:22,Preventivo,1.9,84.25,26.0,188.75,Flores Ltd,10,Pay-per-use,2023-08-19,Sr(a). Franco Perez,Alta Tension,Junior
TK-113873,5715,712,2025-12-03 04:12:14,2025-12-04 07:12:14,Preventivo,2.1,115.99,27.0,231.49,Silva PLC,50,Suscripcion,2024-12-21,Clara Rojas,Mecanica General,Semi-Senior
TK-113874,3878,890,2024-09-13 13:42:05,2024-09-14 21:42:05,Preventivo,1.8,136.38,32.0,235.38,Alvarez Ltd,10,Suscripcion,2024-05-03,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113875,6446,407,2024-11-08 21:39:31,2024-11-11 00:39:31,Correctivo Mecanico,10.9,1405.13,51.0,2004.63,"Coronel, Alvarez and Maidana",10,Suscripcion,2024-02-29,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-113876,5349,712,2024-07-26 22:01:17,2024-07-30 01:01:17,Correctivo Mecanico,9.9,758.32,75.0,1302.8200000000002,Gomez Group,10,Pay-per-use,2024-10-30,Clara Rojas,Mecanica General,Semi-Senior
TK-113877,3683,347,2025-10-11 15:44:26,2025-10-12 16:44:26,Preventivo,1.6,131.04,25.0,219.04,Gomez-Gonzalez,25,Suscripcion,2024-09-07,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113878,4804,327,2024-08-03 10:28:10,2024-08-06 18:28:10,Correctivo Mecanico,4.2,658.63,80.0,889.63,"Ponce, Roldan and Gonzalez",10,Pay-per-use,2024-02-07,Sr(a). Tomàs Ruiz,Mecanica General,Senior
